en,fr
Something really weird is going on here.,Une chose très étrange se passe ici.
And that's basically what I'm going to be talking about.,Et c'est en gros ce dont je vais vous parler.
"So, if you could bring up the lights.",Alors si on pouvait allumer.
"If you could bring up the lights higher, because I'm just going to use a piece of paper here.","Si on pouvait rallumer un peu la lumière, parce que je vais utiliser un morceau de papier ici."
Now why do we draw technology curves in semi-log curves?,Pourquoi dessinons-nous des courbes de technologie sous forme de courbes semi-logarithmiques ?
"Well the answer is, if I drew it on a normal curve where, let's say, this is years, this is time of some sort, and this is whatever measure of the technology that I'm trying to graph, the graphs look sort of silly.","La réponse est que si, si je traçais ça sur une courbe normale où, disons, là ce sont les années, là c'est un temps quelconque, et ça c'est ce qui donne la mesure de la technologie que j'essaye de traduire par une courbe, les graphiques ont l'air un peu ridicule."
They sort of go like this.,Ils font comme ça.
And they don't tell us much.,Et ils n'en disent pas beaucoup.
"Now if I graph, for instance, some other technology, say transportation technology, on a semi-log curve, it would look very stupid, it would look like a flat line.","Si je fais une courbe par exemple, d'une autre technologie, disons la technologie des transports, sur une courbe semi-logarithmique, ça aurait l'air stupide, ça ressemblerait à une ligne plate."
"But when something like this happens, things are qualitatively changing.","Mais quand quelque chose comme ça arrive, les choses changent en qualité."
"So if transportation technology was moving along as fast as microprocessor technology, then the day after tomorrow, I would be able to get in a taxi cab and be in Tokyo in 30 seconds.","Alors si la technologie des transports avançait aussi vite que la technologie des microprocesseurs, alors après-demain, je pourrais monter dans un taxi et être à Tokyo en 30 secondes."
It's not moving like that.,Ça n'avance pas comme ça.
And there's nothing precedented in the history of technology development of this kind of self-feeding growth where you go by orders of magnitude every few years.,Et il n'y a eu aucun précédent dans l'histoire du développement des technologies similaire à cette croissance autoalimentée où l'on avance par ordre de magnitude avec un pas de quelques années.
"Now the question that I'd like to ask is, if you look at these exponential curves, they don't go on forever.","Et la question que j'aimerais poser est, si vous regardez ces courbes exponentielles, elles ne continuent pas indéfiniment."
Things just can't possibly keep changing as fast as they are.,Les choses ne peuvent pas continuer à changer aussi vite qu'elles le font.
One of two things is going to happen.,Deux choses peuvent se passer.
"Either it's going to turn into a sort of classical S-curve like this, until something totally different comes along, or maybe it's going to do this.","Soit ça va devenir une courbe classique en forme de S comme celle-ci, jusqu'à ce que quelque chose de complètement différent arrive, ou peut-être que ça va faire ça."
That's about all it can do.,C'est tout ce que ça peut faire en gros.
"Now I'm an optimist, so I sort of think it's probably going to do something like that.","Et je suis optimiste, alors je pense que ça va probablement faire quelque chose comme ça."
"If so, that means that what we're in the middle of right now is a transition.","Dans ce cas, ça veut dire que nous sommes en ce moment en pleine période de transition."
We're sort of on this line in a transition from the way the world used to be to some new way that the world is.,Nous sommes sur cette ligne dans une transition entre le monde comme il était avant et un genre de nouvel état du monde.
"And so what I'm trying to ask, what I've been asking myself, is what's this new way that the world is?","Et donc la question que j'essaye de poser, que je me suis posé, est quel est ce nouvel état du monde ?"
What's that new state that the world is heading toward?,Quel est ce nouvel état vers lequel le monde se dirige ?
"Because the transition seems very, very confusing when we're right in the middle of it.","Parce que la transition semble très, très confuse quand on est en plein dedans."
"Now when I was a kid growing up, the future was kind of the year 2000, and people used to talk about what would happen in the year 2000.","Quand j'étais enfant, en grandissant, le futur c'était en gros l'an 2000, et les gens parlaient de ce qui se passerait en l'an 2000."
"Now here's a conference in which people talk about the future, and you notice that the future is still at about the year 2000.","Voici une conférence au cours de laquelle les gens parlent du futur, et vous remarquez que le futur est toujours vers l'an 2000."
It's about as far as we go out.,C'est le plus loin que nous puissions aller.
"So in other words, the future has kind of been shrinking one year per year for my whole lifetime.","En d'autres termes, le futur a rétréci une année par an toute ma vie."
Now I think that the reason is because we all feel that something's happening there.,Je pense que la raison en est que nous avons tous l'impression qu'il se passe quelque chose ici.
"That transition is happening. We can all sense it. And we know that it just doesn't make too much sense to think out 30, 50 years because everything's going to be so different that a simple extrapolation of what we're doing just doesn't make any sense at all.","Cette transition est en cours. Nous le sentons. Et nous savons que ça n'a pas de sens de penser à dans 30, 50 ans parce que tout sera si différent qu'une simple extrapolation de ce que nous faisons n'a tout simplement pas de sens."
"So what I would like to talk about is what that could be, what that transition could be that we're going through.","Alors ce dont j'aimerais parler c'est de ce que ça pourrait être, ce que pourrait être cette transition que nous traversons."
Now in order to do that I'm going to have to talk about a bunch of stuff that really has nothing to do with technology and computers.,"Et pour ce faire, je vais devoir parler d'un tas de trucs qui n'ont rien à voir avec la technologie et les ordinateurs."
Because I think the only way to understand this is to really step back and take a long time scale look at things.,Parce que je pense que la seule façon de comprendre ça est de vraiment prendre du recul et de regarder les choses sur une longue échelle de temps.
So the time scale that I would like to look at this on is the time scale of life on Earth.,Alors l'échelle de temps sur laquelle je voudrais regarder ça est l'échelle de temps de la vie sur Terre.
So I think this picture makes sense if you look at it a few billion years at a time.,Je pense que cette image a du sens si vous la regardez quelques milliards d'années à la fois.
"So if you go back about two and a half billion years, the Earth was this big, sterile hunk of rock with a lot of chemicals floating around on it.","Alors si vous remontez en arrière d'environ deux milliards et demi d'années, la Terre était ce gros caillou stérile avec beaucoup de composants chimiques qui flottaient tout autour."
